"_id",author,helpful_num,rating,reply,review
"d962352e6f3c528f3fe382f3dd568868Seema NarayanApril 8, 20191279","Seema NarayanApril 8, 2019",0,1,None," I like the games you have however it loses connection after 2 - 5 spins and I have to start all over again and again, it's vvery annoying and it doesn't let me complete my quests or when I Summon the Gorilla."
"d97917598af3986d22fc583ca106bd92Herta ByrdMay 31, 201925","Herta ByrdMay 31, 2019",3,5,None," I usually just play 2 games. RAPPID FIRE AND can't think the name of the other one. Has an Indian Chief in the picture.Nothing has changed . still playing the same games and enjoy winning.having a great time playing the new games you put out. the one with the Gorilla is the best for big wins. I have...Full ReviewI usually just play 2 games. RAPPID FIRE AND can't think the name of the other one. Has an Indian Chief in the picture.Nothing has changed . still playing the same games and enjoy winning.having a great time playing the new games you put out. the one with the Gorilla is the best for big wins. I have one question though, why is it every time I get the blue bonus cards envelope I get Batso and Tusker. how am I supposed to Finnish a set with getting the same cards over and over again."
"d98266e8857cb72ceca74fa75057b030A Google userApril 15, 20191588","A Google userApril 15, 2019",1,4,"PlaytikaApril 15, 2019Thanks for playing Slotomania, and thank you for contacting us.
Your feedback is greatly appreciated.  Our customer experience is extremely important to us and we're so grateful you took the time to review our game.

Could you please update your rating to match your wonderful feedback?
We really appreciate it!  Good luck and happy spinning!"," fun and exciting! can't wait to see if i can win more! Addicted to the thrill of it."
"d98266e8857cb72ceca74fa75057b030A Google userApril 15, 20191639","A Google userApril 15, 2019",1,4,"PlaytikaApril 15, 2019Thanks for playing Slotomania, and thank you for contacting us.
Your feedback is greatly appreciated.  Our customer experience is extremely important to us and we're so grateful you took the time to review our game.

Could you please update your rating to match your wonderful feedback?
We really appreciate it!  Good luck and happy spinning!"," fun and exciting! can't wait to see if i can win more! Addicted to the thrill of it."
"d989953903c00441464644ea588dc247stephen redmanJune 1, 20191034","stephen redmanJune 1, 2019",0,5,None," getting better...stick to 1000coins...then have a big gamble 6000coins then back to 1000 coins 25 goes at the time 😃"
"d9a27295eee0e6224be3de0d0ec0afabTu LaiMarch 10, 20191128","Tu LaiMarch 10, 2019",2,4,"PlaytikaMarch 10, 2019H Tu Laii, we understand that you are frustrated and thank you for addressing it with us. 
There are always ways of winning free coins and the majority of our players do not pay, though our paying users progress faster and enjoy special features. We have daily bonuses, daily dashes, special bonuses and more! 
Keep spinning!"," lose coins fast. no way to get more except to buy (Edit: gave higher stars for response from dev. You do get coins from doing things or waiting. bc it's a gambling game, you'll lose in-game money fast. If you're lucky good for you. if you're not, just be content with betting low for awhile)."
"d9a27295eee0e6224be3de0d0ec0afabTu LaiMarch 10, 20191190","Tu LaiMarch 10, 2019",2,4,"PlaytikaMarch 10, 2019H Tu Laii, we understand that you are frustrated and thank you for addressing it with us. 
There are always ways of winning free coins and the majority of our players do not pay, though our paying users progress faster and enjoy special features. We have daily bonuses, daily dashes, special bonuses and more! 
Keep spinning!"," lose coins fast. no way to get more except to buy (Edit: gave higher stars for response from dev. You do get coins from doing things or waiting. bc it's a gambling game, you'll lose in-game money fast. If you're lucky good for you. if you're not, just be content with betting low for awhile)."
"d9a27295eee0e6224be3de0d0ec0afabTu LaiMarch 10, 20191207","Tu LaiMarch 10, 2019",2,4,"PlaytikaMarch 10, 2019H Tu Laii, we understand that you are frustrated and thank you for addressing it with us. 
There are always ways of winning free coins and the majority of our players do not pay, though our paying users progress faster and enjoy special features. We have daily bonuses, daily dashes, special bonuses and more! 
Keep spinning!"," lose coins fast. no way to get more except to buy (Edit: gave higher stars for response from dev. You do get coins from doing things or waiting. bc it's a gambling game, you'll lose in-game money fast. If you're lucky good for you. if you're not, just be content with betting low for awhile)."
"d9a27295eee0e6224be3de0d0ec0afabTu LaiMarch 10, 20191288","Tu LaiMarch 10, 2019",2,4,"PlaytikaMarch 10, 2019H Tu Laii, we understand that you are frustrated and thank you for addressing it with us. 
There are always ways of winning free coins and the majority of our players do not pay, though our paying users progress faster and enjoy special features. We have daily bonuses, daily dashes, special bonuses and more! 
Keep spinning!"," lose coins fast. no way to get more except to buy (Edit: gave higher stars for response from dev. You do get coins from doing things or waiting. bc it's a gambling game, you'll lose in-game money fast. If you're lucky good for you. if you're not, just be content with betting low for awhile)."
"d9a27295eee0e6224be3de0d0ec0afabTu LaiMarch 10, 20191301","Tu LaiMarch 10, 2019",2,4,"PlaytikaMarch 10, 2019H Tu Laii, we understand that you are frustrated and thank you for addressing it with us. 
There are always ways of winning free coins and the majority of our players do not pay, though our paying users progress faster and enjoy special features. We have daily bonuses, daily dashes, special bonuses and more! 
Keep spinning!"," lose coins fast. no way to get more except to buy (Edit: gave higher stars for response from dev. You do get coins from doing things or waiting. bc it's a gambling game, you'll lose in-game money fast. If you're lucky good for you. if you're not, just be content with betting low for awhile)."
"d9a41d20cb474558924641cb489f444dJoycelyn HamblinApril 29, 20191316","Joycelyn HamblinApril 29, 2019",0,5,"PlaytikaDecember 26, 2018Thank you  Joycelyn  for playing Slotomania, and thank you for contacting us.
Your feedback is greatly appreciated.  Our customer experience is extremely important to us and we're so grateful you took the time to review our game.Kindly update your star rating to match the awesome things you said!
We really appreciate it!  happy spinning!"," the graphics are awesome and the payouts are great,I love playing Slotomania slots."
"d9a41d20cb474558924641cb489f444dJoycelyn HamblinApril 29, 20191336","Joycelyn HamblinApril 29, 2019",0,5,"PlaytikaDecember 26, 2018Thank you  Joycelyn  for playing Slotomania, and thank you for contacting us.
Your feedback is greatly appreciated.  Our customer experience is extremely important to us and we're so grateful you took the time to review our game.Kindly update your star rating to match the awesome things you said!
We really appreciate it!  happy spinning!"," the graphics are awesome and the payouts are great,I love playing Slotomania slots."
"d9b818fd2ea56ef085b97ea10da0af25miranda grattoMay 2, 20191270","miranda grattoMay 2, 2019",0,3,None," Fun games but always running out of coins! The games never seem to pay out."
"d9b818fd2ea56ef085b97ea10da0af25miranda grattoMay 2, 20191367","miranda grattoMay 2, 2019",0,3,None," Fun games but always running out of coins! The games never seem to pay out."
"d9b818fd2ea56ef085b97ea10da0af25miranda grattoMay 2, 20191397","miranda grattoMay 2, 2019",0,3,None," Fun games but always running out of coins! The games never seem to pay out."
"d9b85408da3b01c9d6e50cc1f561a4e6RichL54March 18, 20191395","RichL54March 18, 2019",0,2,None," I had a full meter on your new game. waited 20 minutes for meter and meyer went meter was 0, I needed one more coin. Very unhappy."
"d9b85408da3b01c9d6e50cc1f561a4e6RichL54March 18, 20191457","RichL54March 18, 2019",0,2,None," I had a full meter on your new game. waited 20 minutes for meter and meyer went meter was 0, I needed one more coin. Very unhappy."
"d9b85408da3b01c9d6e50cc1f561a4e6RichL54March 18, 20191470","RichL54March 18, 2019",0,2,None," I had a full meter on your new game. waited 20 minutes for meter and meyer went meter was 0, I needed one more coin. Very unhappy."
"d9b85408da3b01c9d6e50cc1f561a4e6RichL54March 18, 20191576","RichL54March 18, 2019",0,2,None," I had a full meter on your new game. waited 20 minutes for meter and meyer went meter was 0, I needed one more coin. Very unhappy."
"d9b85408da3b01c9d6e50cc1f561a4e6RichL54March 18, 20191627","RichL54March 18, 2019",0,2,None," I had a full meter on your new game. waited 20 minutes for meter and meyer went meter was 0, I needed one more coin. Very unhappy."
"d9bcf1c1848956e4f408be492e3348ffDenise JonesFebruary 28, 20191061","Denise JonesFebruary 28, 2019",1,4,"PlaytikaFebruary 11, 2019Thanks Denise for your  great feedback and for playing Slotomania!
As slots is a game of luck, some losses are definitely expected. We do design our machines to provide good payout, so our users are happy. 
Hit those spins, I'm sure there is a huge win waiting for you!"," I love playing the games. They are fun, and have a variety of bonus games, and special events. I have become addicted. However, my wins are not being credited accurately. Im still seeing shortages on almost all of my wins. Especially large wins. But, I do enjoy the site. I have told several people a...Full ReviewI love playing the games. They are fun, and have a variety of bonus games, and special events. I have become addicted. However, my wins are not being credited accurately. Im still seeing shortages on almost all of my wins. Especially large wins. But, I do enjoy the site. I have told several people about it, and they too have begun to play, and also experiencing shortages. I will continue to play and watch. Hope you can fix the issue. Thanks for the fun!"
"d9bcf1c1848956e4f408be492e3348ffDenise JonesFebruary 28, 20191063","Denise JonesFebruary 28, 2019",1,4,"PlaytikaFebruary 11, 2019Thanks Denise for your  great feedback and for playing Slotomania!
As slots is a game of luck, some losses are definitely expected. We do design our machines to provide good payout, so our users are happy. 
Hit those spins, I'm sure there is a huge win waiting for you!"," I love playing the games. They are fun, and have a variety of bonus games, and special events. I have become addicted. However, my wins are not being credited accurately. Im still seeing shortages on almost all of my wins. Especially large wins. But, I do enjoy the site. I have told several people a...Full ReviewI love playing the games. They are fun, and have a variety of bonus games, and special events. I have become addicted. However, my wins are not being credited accurately. Im still seeing shortages on almost all of my wins. Especially large wins. But, I do enjoy the site. I have told several people about it, and they too have begun to play, and also experiencing shortages. I will continue to play and watch. Hope you can fix the issue. Thanks for the fun!"
"d9bcf1c1848956e4f408be492e3348ffDenise JonesFebruary 28, 2019926","Denise JonesFebruary 28, 2019",1,4,"PlaytikaFebruary 11, 2019Thanks Denise for your  great feedback and for playing Slotomania!
As slots is a game of luck, some losses are definitely expected. We do design our machines to provide good payout, so our users are happy. 
Hit those spins, I'm sure there is a huge win waiting for you!"," I love playing the games. They are fun, and have a variety of bonus games, and special events. I have become addicted. However, my wins are not being credited accurately. Im still seeing shortages on almost all of my wins. Especially large wins. But, I do enjoy the site. I have told several people a...Full ReviewI love playing the games. They are fun, and have a variety of bonus games, and special events. I have become addicted. However, my wins are not being credited accurately. Im still seeing shortages on almost all of my wins. Especially large wins. But, I do enjoy the site. I have told several people about it, and they too have begun to play, and also experiencing shortages. I will continue to play and watch. Hope you can fix the issue. Thanks for the fun!"
"d9bcf1c1848956e4f408be492e3348ffDenise JonesFebruary 28, 2019976","Denise JonesFebruary 28, 2019",1,4,"PlaytikaFebruary 11, 2019Thanks Denise for your  great feedback and for playing Slotomania!
As slots is a game of luck, some losses are definitely expected. We do design our machines to provide good payout, so our users are happy. 
Hit those spins, I'm sure there is a huge win waiting for you!"," I love playing the games. They are fun, and have a variety of bonus games, and special events. I have become addicted. However, my wins are not being credited accurately. Im still seeing shortages on almost all of my wins. Especially large wins. But, I do enjoy the site. I have told several people a...Full ReviewI love playing the games. They are fun, and have a variety of bonus games, and special events. I have become addicted. However, my wins are not being credited accurately. Im still seeing shortages on almost all of my wins. Especially large wins. But, I do enjoy the site. I have told several people about it, and they too have begun to play, and also experiencing shortages. I will continue to play and watch. Hope you can fix the issue. Thanks for the fun!"
"d9d6759891fca4724d094f6532cc0530A Google userApril 20, 20191529","A Google userApril 20, 2019",0,1,None," dont know what has happened to slot Maina but the game has gone from a 5 Star to 1 star cant win or complete the sloto cards cant complete the dashes any more their for my raising is o e star because I cant just do a 1/2 star"
"d9d6759891fca4724d094f6532cc0530A Google userApril 20, 20191590","A Google userApril 20, 2019",0,1,None," dont know what has happened to slot Maina but the game has gone from a 5 Star to 1 star cant win or complete the sloto cards cant complete the dashes any more their for my raising is o e star because I cant just do a 1/2 star"
"d9d6759891fca4724d094f6532cc0530A Google userApril 20, 20191605","A Google userApril 20, 2019",0,1,None," dont know what has happened to slot Maina but the game has gone from a 5 Star to 1 star cant win or complete the sloto cards cant complete the dashes any more their for my raising is o e star because I cant just do a 1/2 star"
"d9e0ec37d96bbe12de1cbb92fc748e82Shawna TeyerlApril 27, 20191265","Shawna TeyerlApril 27, 2019",0,4,None," pretty good other than not being able to redeem my free coins because it won't let me log into my Facebook"
"d9e0ec37d96bbe12de1cbb92fc748e82Shawna TeyerlApril 27, 20191276","Shawna TeyerlApril 27, 2019",0,4,None," pretty good other than not being able to redeem my free coins because it won't let me log into my Facebook"
"da0a2c36dfea18d71a74d036f65a6b45Shari SegnerApril 26, 2019994","Shari SegnerApril 26, 2019",0,5,None," Much more fun now that you actually win some coins while playing! Great updates, A+ playability now."
"da0a2c36dfea18d71a74d036f65a6b45Shari SegnerApril 26, 2019996","Shari SegnerApril 26, 2019",0,5,None," Much more fun now that you actually win some coins while playing! Great updates, A+ playability now."
"da12ec5b8a06be78e723ab9775fd669aMike TaitMarch 23, 20191041","Mike TaitMarch 23, 2019",70,5,None," Going very well and I hope that I can get some Slotomania cards now so that I can finish my daily dash. thanks Slotomania.... well done...."
"da12ec5b8a06be78e723ab9775fd669aMike TaitMarch 23, 20191074","Mike TaitMarch 23, 2019",70,5,None," Going very well and I hope that I can get some Slotomania cards now so that I can finish my daily dash. thanks Slotomania.... well done...."
"da12ec5b8a06be78e723ab9775fd669aMike TaitMarch 23, 20191136","Mike TaitMarch 23, 2019",70,5,None," Going very well and I hope that I can get some Slotomania cards now so that I can finish my daily dash. thanks Slotomania.... well done...."
"da12ec5b8a06be78e723ab9775fd669aMike TaitMarch 23, 20191137","Mike TaitMarch 23, 2019",70,5,None," Going very well and I hope that I can get some Slotomania cards now so that I can finish my daily dash. thanks Slotomania.... well done...."
"da12ec5b8a06be78e723ab9775fd669aMike TaitMarch 23, 2019990","Mike TaitMarch 23, 2019",70,5,None," Going very well and I hope that I can get some Slotomania cards now so that I can finish my daily dash. thanks Slotomania.... well done...."
"da31237b38c4984a2c5948fc1ffc5a48Cheng Guan LimMay 1, 2019986","Cheng Guan LimMay 1, 2019",0,5,None," Nice n interesting slot machine with plenty of free gift.. .. slotomania is my favourite slot machine n only slot machine that give you plenty free spin."
"da31237b38c4984a2c5948fc1ffc5a48Cheng Guan LimMay 1, 2019988","Cheng Guan LimMay 1, 2019",0,5,None," Nice n interesting slot machine with plenty of free gift.. .. slotomania is my favourite slot machine n only slot machine that give you plenty free spin."
"da4f1acc39e67b60b38d30d8ebead67eRobert GallanderApril 20, 20199","Robert GallanderApril 20, 2019",54,5,None," I continue to have problems with it giving me credit for spins that qualify for daily quests. So therefore have spent more money than necessary to complete quests. also after clicking the link to draw cards the system conveniently hickuped and so I lost several cards. I am approaching the decision t...Full ReviewI continue to have problems with it giving me credit for spins that qualify for daily quests. So therefore have spent more money than necessary to complete quests. also after clicking the link to draw cards the system conveniently hickuped and so I lost several cards. I am approaching the decision to move on from this game after the fact they reduced the chances of winning to force you to pay more to play."
"da59c2ef428affa809a40a5083fda461Katelyn amber RichardsonJune 1, 201929","Katelyn amber RichardsonJune 1, 2019",0,5,None," favorite slot app out of all the many ones I've played. its challenging and fun. some people complain about losing all their coins and how the game cheats you but sometimes u win and sometimes you lose. it would be no fun if everyone constantly won. I dont like losing either but it makes winning mor...Full Reviewfavorite slot app out of all the many ones I've played. its challenging and fun. some people complain about losing all their coins and how the game cheats you but sometimes u win and sometimes you lose. it would be no fun if everyone constantly won. I dont like losing either but it makes winning more exciting. slotomania has many different free coin bonuses and theres more to it then just playing slots. I love it."
"da81f57f657c1956a39f95cd46a145faDaniel ElwoodApril 23, 20191605","Daniel ElwoodApril 23, 2019",0,1,None," when you get four coins in a row and it don't put you to Queen grab that's not right"
"da9f1e595a9aabb0a35fb5c0cf2ce275A Google userMay 20, 2019486","A Google userMay 20, 2019",0,5,None," when playing the gorilla wild game for 8 mins.it only plays for 1 min and then it tells us to collect this has happen since i went from 5 mins to the 8 min."
"da9f1e595a9aabb0a35fb5c0cf2ce275A Google userMay 20, 2019576","A Google userMay 20, 2019",0,5,None," when playing the gorilla wild game for 8 mins.it only plays for 1 min and then it tells us to collect this has happen since i went from 5 mins to the 8 min."
"da9f1e595a9aabb0a35fb5c0cf2ce275A Google userMay 20, 2019621","A Google userMay 20, 2019",0,5,None," when playing the gorilla wild game for 8 mins.it only plays for 1 min and then it tells us to collect this has happen since i went from 5 mins to the 8 min."
"da9f1e595a9aabb0a35fb5c0cf2ce275A Google userMay 20, 2019890","A Google userMay 20, 2019",0,5,None," when playing the gorilla wild game for 8 mins.it only plays for 1 min and then it tells us to collect this has happen since i went from 5 mins to the 8 min."
"dab17bfcf12e149dd6a562440d3d6081Shirley GarzaMay 18, 20191522","Shirley GarzaMay 18, 2019",0,1,None," it used to be fun then it seems they want you to buy packages. I don't do that"
"dab17bfcf12e149dd6a562440d3d6081Shirley GarzaMay 18, 20191639","Shirley GarzaMay 18, 2019",0,1,None," it used to be fun then it seems they want you to buy packages. I don't do that"
"dab7249a7d5a1aac7576830c105d6dbaDestannie Crosby- WilliamsMay 14, 20191237","Destannie Crosby- WilliamsMay 14, 2019",0,5,None," this is a fun and stress relieving game. anticipation of payout of bonus are worth waiting for. try it, have fun."
"dab7249a7d5a1aac7576830c105d6dbaDestannie Crosby- WilliamsMay 14, 2019493","Destannie Crosby- WilliamsMay 14, 2019",0,5,None," this is a fun and stress relieving game. anticipation of payout of bonus are worth waiting for. try it, have fun."
"dab7249a7d5a1aac7576830c105d6dbaDestannie Crosby- WilliamsMay 14, 2019497","Destannie Crosby- WilliamsMay 14, 2019",0,5,None," this is a fun and stress relieving game. anticipation of payout of bonus are worth waiting for. try it, have fun."
"dab87fce0aa353d2a706c2cdef01cdccFrank CazzorlaMarch 27, 2019782","Frank CazzorlaMarch 27, 2019",2,1,None," for the last two weeks the third dash meter hasn't been registering properly or letting me claim my winnings I at first thought they would correct it but it appears they have no intention of doing so and must be intentionally with holding claim prizes from others as well my claim wheel on the game's...Full Reviewfor the last two weeks the third dash meter hasn't been registering properly or letting me claim my winnings I at first thought they would correct it but it appears they have no intention of doing so and must be intentionally with holding claim prizes from others as well my claim wheel on the game's also faults out saying I failed to claim my winnings on time and try again sometimes it doesn't even budge percentages as it should very negligent"
"dab87fce0aa353d2a706c2cdef01cdccFrank CazzorlaMarch 27, 2019783","Frank CazzorlaMarch 27, 2019",2,1,None," for the last two weeks the third dash meter hasn't been registering properly or letting me claim my winnings I at first thought they would correct it but it appears they have no intention of doing so and must be intentionally with holding claim prizes from others as well my claim wheel on the game's...Full Reviewfor the last two weeks the third dash meter hasn't been registering properly or letting me claim my winnings I at first thought they would correct it but it appears they have no intention of doing so and must be intentionally with holding claim prizes from others as well my claim wheel on the game's also faults out saying I failed to claim my winnings on time and try again sometimes it doesn't even budge percentages as it should very negligent"
"dac469e5b44e8a11adc33b041f15eb11Reginald D. HenryMay 1, 201932","Reginald D. HenryMay 1, 2019",13,3,None," i cannot summon heroes silver lion..zDespicable Wolf...Mighty Gorilla...all stuck....plus 1.99 pymt last night didnt give coins or cards....plus other glitches such as ACE CARD PACK where i didnt recieve anything...please correct! I HA E BEEN CHEATED! UNABLE TO SUMMONS RISE OF HEROES. I AM. BEING ⁸ ...Full Reviewi cannot summon heroes silver lion..zDespicable Wolf...Mighty Gorilla...all stuck....plus 1.99 pymt last night didnt give coins or cards....plus other glitches such as ACE CARD PACK where i didnt recieve anything...please correct! I HA E BEEN CHEATED! UNABLE TO SUMMONS RISE OF HEROES. I AM. BEING ⁸ CHEATED BY SLOTOMANIA™ . ARE YOU GOING TO COMPENSATE ME FOR TIME LOST...MONEY LOST...CARDS LOST...THIS SUCKS!"
"dac469e5b44e8a11adc33b041f15eb11Reginald D. HenryMay 1, 201947","Reginald D. HenryMay 1, 2019",13,3,None," i cannot summon heroes silver lion..zDespicable Wolf...Mighty Gorilla...all stuck....plus 1.99 pymt last night didnt give coins or cards....plus other glitches such as ACE CARD PACK where i didnt recieve anything...please correct! I HA E BEEN CHEATED! UNABLE TO SUMMONS RISE OF HEROES. I AM. BEING ⁸ ...Full Reviewi cannot summon heroes silver lion..zDespicable Wolf...Mighty Gorilla...all stuck....plus 1.99 pymt last night didnt give coins or cards....plus other glitches such as ACE CARD PACK where i didnt recieve anything...please correct! I HA E BEEN CHEATED! UNABLE TO SUMMONS RISE OF HEROES. I AM. BEING ⁸ CHEATED BY SLOTOMANIA™ . ARE YOU GOING TO COMPENSATE ME FOR TIME LOST...MONEY LOST...CARDS LOST...THIS SUCKS!"
"dacb5daaaca6ef19e066675f5e751526Emily LacefieldApril 23, 20191393","Emily LacefieldApril 23, 2019",0,5,None," Love it just wish I wouldn't run out of money so fast lol greatest game ever!!! Makes my days better 😉😊😘best game by far!!!"
"dae9648848cfbbc49e7ce93e8f7155c7Sandi FugelMarch 8, 20191247","Sandi FugelMarch 8, 2019",2,5,None," I WISH I could get bigger WINS!!!! I never have enough coin to bet bigger!!!! Also I WISH I could get better CARDS or maybe a wild card so I can get gold cards to finish the ALBUM!!!!"
"dae9648848cfbbc49e7ce93e8f7155c7Sandi FugelMarch 8, 20191314","Sandi FugelMarch 8, 2019",2,5,None," I WISH I could get bigger WINS!!!! I never have enough coin to bet bigger!!!! Also I WISH I could get better CARDS or maybe a wild card so I can get gold cards to finish the ALBUM!!!!"
"dae9648848cfbbc49e7ce93e8f7155c7Sandi FugelMarch 8, 20191316","Sandi FugelMarch 8, 2019",2,5,None," I WISH I could get bigger WINS!!!! I never have enough coin to bet bigger!!!! Also I WISH I could get better CARDS or maybe a wild card so I can get gold cards to finish the ALBUM!!!!"
"dae9648848cfbbc49e7ce93e8f7155c7Sandi FugelMarch 8, 20191405","Sandi FugelMarch 8, 2019",2,5,None," I WISH I could get bigger WINS!!!! I never have enough coin to bet bigger!!!! Also I WISH I could get better CARDS or maybe a wild card so I can get gold cards to finish the ALBUM!!!!"
"dae9648848cfbbc49e7ce93e8f7155c7Sandi FugelMarch 8, 20191441","Sandi FugelMarch 8, 2019",2,5,None," I WISH I could get bigger WINS!!!! I never have enough coin to bet bigger!!!! Also I WISH I could get better CARDS or maybe a wild card so I can get gold cards to finish the ALBUM!!!!"
"db3a71e5d143d70e5180035a87de4e52Sandy TaborApril 26, 20191131","Sandy TaborApril 26, 2019",1,2,None," I was really enjoying this game until I notice I'm not getting my winnings. I won in the bingo but when it came to adding my winnings it read ooooops something went wrong that's happened a couple of times. I won the major jackpot on the ruby gold my winnings were not added."
"db3a71e5d143d70e5180035a87de4e52Sandy TaborApril 26, 20191193","Sandy TaborApril 26, 2019",1,2,None," I was really enjoying this game until I notice I'm not getting my winnings. I won in the bingo but when it came to adding my winnings it read ooooops something went wrong that's happened a couple of times. I won the major jackpot on the ruby gold my winnings were not added."
"db3a71e5d143d70e5180035a87de4e52Sandy TaborApril 26, 20191211","Sandy TaborApril 26, 2019",1,2,None," I was really enjoying this game until I notice I'm not getting my winnings. I won in the bingo but when it came to adding my winnings it read ooooops something went wrong that's happened a couple of times. I won the major jackpot on the ruby gold my winnings were not added."
"db3a71e5d143d70e5180035a87de4e52Sandy TaborApril 26, 2019345","Sandy TaborApril 26, 2019",1,2,None," I was really enjoying this game until I notice I'm not getting my winnings. I won in the bingo but when it came to adding my winnings it read ooooops something went wrong that's happened a couple of times. I won the major jackpot on the ruby gold my winnings were not added."
"db9252e3c211a744320ab695b78e55e1Blake harringtonApril 4, 2019330","Blake harringtonApril 4, 2019",16,1,None," I get that it is designed as close to a real slot. Yet, the payouts are way to low even for a real casino. Basically I played for 10 minutes(including 5 of it being ads and promos). Needs much work in terms of a better algorithm focused on more frequent reel lineups with slightly better payout ratio...Full ReviewI get that it is designed as close to a real slot. Yet, the payouts are way to low even for a real casino. Basically I played for 10 minutes(including 5 of it being ads and promos). Needs much work in terms of a better algorithm focused on more frequent reel lineups with slightly better payout ratios concurrent to the bet. Please fix."
"db9252e3c211a744320ab695b78e55e1Blake harringtonApril 4, 2019428","Blake harringtonApril 4, 2019",16,1,None," I get that it is designed as close to a real slot. Yet, the payouts are way to low even for a real casino. Basically I played for 10 minutes(including 5 of it being ads and promos). Needs much work in terms of a better algorithm focused on more frequent reel lineups with slightly better payout ratio...Full ReviewI get that it is designed as close to a real slot. Yet, the payouts are way to low even for a real casino. Basically I played for 10 minutes(including 5 of it being ads and promos). Needs much work in terms of a better algorithm focused on more frequent reel lineups with slightly better payout ratios concurrent to the bet. Please fix."
"db9252e3c211a744320ab695b78e55e1Blake harringtonApril 4, 2019432","Blake harringtonApril 4, 2019",16,1,None," I get that it is designed as close to a real slot. Yet, the payouts are way to low even for a real casino. Basically I played for 10 minutes(including 5 of it being ads and promos). Needs much work in terms of a better algorithm focused on more frequent reel lineups with slightly better payout ratio...Full ReviewI get that it is designed as close to a real slot. Yet, the payouts are way to low even for a real casino. Basically I played for 10 minutes(including 5 of it being ads and promos). Needs much work in terms of a better algorithm focused on more frequent reel lineups with slightly better payout ratios concurrent to the bet. Please fix."
"db9252e3c211a744320ab695b78e55e1Blake harringtonApril 4, 2019468","Blake harringtonApril 4, 2019",16,1,None," I get that it is designed as close to a real slot. Yet, the payouts are way to low even for a real casino. Basically I played for 10 minutes(including 5 of it being ads and promos). Needs much work in terms of a better algorithm focused on more frequent reel lineups with slightly better payout ratio...Full ReviewI get that it is designed as close to a real slot. Yet, the payouts are way to low even for a real casino. Basically I played for 10 minutes(including 5 of it being ads and promos). Needs much work in terms of a better algorithm focused on more frequent reel lineups with slightly better payout ratios concurrent to the bet. Please fix."
"db9252e3c211a744320ab695b78e55e1Blake harringtonApril 4, 2019472","Blake harringtonApril 4, 2019",16,1,None," I get that it is designed as close to a real slot. Yet, the payouts are way to low even for a real casino. Basically I played for 10 minutes(including 5 of it being ads and promos). Needs much work in terms of a better algorithm focused on more frequent reel lineups with slightly better payout ratio...Full ReviewI get that it is designed as close to a real slot. Yet, the payouts are way to low even for a real casino. Basically I played for 10 minutes(including 5 of it being ads and promos). Needs much work in terms of a better algorithm focused on more frequent reel lineups with slightly better payout ratios concurrent to the bet. Please fix."
"db93ee3a1e360d50a97e0c2330713d6fAmy BarnesMay 6, 2019218","Amy BarnesMay 6, 2019",2,2,None," I do not like the new set up for Slotomania it is not very fun and harder to win anything. some of us don't have a ton of friends to play with so the clan thing is stupid. i enjoy the albums alot better."
"db93ee3a1e360d50a97e0c2330713d6fAmy BarnesMay 6, 2019252","Amy BarnesMay 6, 2019",2,2,None," I do not like the new set up for Slotomania it is not very fun and harder to win anything. some of us don't have a ton of friends to play with so the clan thing is stupid. i enjoy the albums alot better."
"db93ee3a1e360d50a97e0c2330713d6fAmy BarnesMay 6, 2019253","Amy BarnesMay 6, 2019",2,2,None," I do not like the new set up for Slotomania it is not very fun and harder to win anything. some of us don't have a ton of friends to play with so the clan thing is stupid. i enjoy the albums alot better."
"db93ee3a1e360d50a97e0c2330713d6fAmy BarnesMay 6, 2019280","Amy BarnesMay 6, 2019",2,2,None," I do not like the new set up for Slotomania it is not very fun and harder to win anything. some of us don't have a ton of friends to play with so the clan thing is stupid. i enjoy the albums alot better."
"db93ee3a1e360d50a97e0c2330713d6fAmy BarnesMay 6, 2019570","Amy BarnesMay 6, 2019",2,2,None," I do not like the new set up for Slotomania it is not very fun and harder to win anything. some of us don't have a ton of friends to play with so the clan thing is stupid. i enjoy the albums alot better."
"db93ee3a1e360d50a97e0c2330713d6fAmy BarnesMay 6, 2019668","Amy BarnesMay 6, 2019",2,2,None," I do not like the new set up for Slotomania it is not very fun and harder to win anything. some of us don't have a ton of friends to play with so the clan thing is stupid. i enjoy the albums alot better."
"db990e5740273a7b09b30b86a18b6d71Sharron DunnettApril 14, 20191184","Sharron DunnettApril 14, 2019",0,4,"PlaytikaApril 15, 2019Thank you Sharron  for replying to us.I'm so excited to see that you enjoy playing Slotomania!  We have even more exciting features coming out every day.  Keep spinning to see what promotions we're offering today!Can you do me a favor and update your star rating to match the amazing comments you made?Thanks again"," Lots of great games to choose from as well as interesting challenges. Can interact with others making your online experience very realistic. Fun to play here."
"db990e5740273a7b09b30b86a18b6d71Sharron DunnettApril 14, 20191187","Sharron DunnettApril 14, 2019",0,4,"PlaytikaApril 15, 2019Thank you Sharron  for replying to us.I'm so excited to see that you enjoy playing Slotomania!  We have even more exciting features coming out every day.  Keep spinning to see what promotions we're offering today!Can you do me a favor and update your star rating to match the amazing comments you made?Thanks again"," Lots of great games to choose from as well as interesting challenges. Can interact with others making your online experience very realistic. Fun to play here."
